ID,PredictedProb
0,1.0
1,1.0
2,0.0
7,1.0
10,1.0
11,0.0
13,1.0
14,0.5
15,1.0
16,1.0
17,0.5
18,1.0
19,0.5
20,1.0
25,1.0
26,1.0
29,0.0
38,1.0
41,1.0
44,1.0
45,1.0
47,1.0
48,1.0
49,1.0
50,1.0
53,0.0
56,1.0
59,1.0
60,1.0
64,0.333333333333
65,1.0
66,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
76,1.0
80,1.0
82,0.0
83,0.0
85,0.5
86,0.0
87,1.0
89,1.0
97,1.0
99,1.0
101,0.804054054054
102,0.0
103,1.0
104,0.0
106,0.666666666667
107,0.666666666667
109,1.0
111,0.36563876652
113,1.0
114,1.0
118,1.0
119,0.5
120,1.0
123,1.0
128,0.0
129,1.0
131,1.0
133,1.0
134,1.0
136,0.5
137,0.5
139,0.617647058824
140,1.0
142,0.5
144,1.0
146,1.0
147,0.75
148,1.0
150,0.5
151,0.0
152,1.0
155,1.0
158,0.744186046512
159,1.0
160,1.0
161,1.0
165,1.0
166,0.68
170,1.0
171,0.0
174,1.0
175,1.0
179,1.0
180,0.75
181,0.0
184,1.0
185,0.0
187,1.0
188,1.0
190,1.0
191,1.0
192,0.0
193,1.0
196,1.0
197,1.0
198,1.0
205,0.333333333333
211,1.0
213,1.0
214,0.0
217,1.0
218,1.0
221,1.0
222,0.0
225,1.0
229,0.0
236,1.0
237,1.0
238,1.0
239,1.0
242,0.0
245,1.0
246,1.0
247,0.5
248,1.0
254,1.0
255,1.0
257,1.0
259,1.0
264,1.0
270,1.0
272,1.0
274,1.0
275,0.0
278,1.0
280,0.0
281,0.0
282,1.0
283,1.0
284,1.0
286,1.0
287,0.0
288,1.0
289,1.0
290,0.333333333333
291,1.0
294,1.0
295,0.436170212766
297,1.0
299,0.0
305,0.5
307,0.75
308,0.684210526316
313,1.0
314,0.666666666667
315,0.0
316,1.0
317,1.0
319,0.5
322,1.0
323,1.0
324,0.5
326,1.0
327,0.0
329,1.0
330,0.0
331,0.36563876652
336,0.0
337,0.0
338,1.0
340,0.0
345,0.0
347,1.0
348,0.0
350,1.0
352,1.0
356,1.0
357,1.0
358,1.0
359,0.333333333333
361,0.723905723906
363,0.0
364,1.0
368,1.0
376,1.0
378,0.4
382,0.666666666667
384,1.0
385,0.333333333333
388,0.0
389,1.0
391,1.0
392,0.5
395,1.0
396,1.0
397,1.0
399,1.0
404,1.0
407,0.36563876652
409,1.0
410,1.0
413,0.5
